...1,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
397,S37374545,Mallard,Anas platyrhynchos,2017-06-04,07:53:00,2,118,US-MO,38.6389068,-90.2853806,108,6,2017
398,S38541052,Mallard,Anas platyrhynchos,2017-08-08,07:05:00,45,85,US-MO,38.6389068,-90.2853806,281,8,2017
399,S42135357,Mallard,Anas platyrhynchos,2018-01-21,13:37:00,21,127,US-MO,38.6389068,-90.2853806,275,1,2018
400,S42619189,Mallard,Anas platyrhynchos,2018-02-09,12:43:00,6,25,US-MO,38.6389068,-90.2853806,22,2,2018
401,S44103398,Mallard,Anas platyrhynchos,2018-03-30,19:12:00,15,32,US-MO,38.6389068,-90.2853806,104,3,2018
402,S45158368,Mallard,Anas platyrhynchos,2018-05-01,18:23:00,4,86,US-MO,38.6389068,-90.2853806,67,5,2018
403,S49551085,Mallard,Anas platyrhynchos,2018-10-25,13:30:00,6,70,US-MO,38.6389068,-90.2853806,63,10,2018
404,S89689436,Mallard,Anas platyrhynchos,2021-06-05,17:55:00,2,85,US-MO,38.6383932,-90.267979,56,6,2021
405,S89715685,Mallard,Anas platyrhynchos,2021-06-06,08:01:00,2,74,US-MO,38.6389068,-90.2853806,57,6,2021
406,S17251602,Mallard,Anas platyrhynchos,2014-03-01,12:30:00,2,60,US-MO,38.63304,-90.29158,58,3,2014
407,S36599002,Mallard,Anas platyrhynchos,2017-05-06,16:10:00,2,42,US-MO,38.6259678,-90.1853703,39,5,2017
408,S13421647,Mallard,Anas platyrhynchos,2013-03-16,14:00:00,4,0,US-MO,38.6129807,-90.2593803,106,3,2013
409,S17575595,Mallard,Anas platyrhynchos,2014-03-23,15:30:00,2,90,US-MO,38.6129807,-90.2593803,123,3,2014
410,S18317547,Mallard,Anas platyrhynchos,2014-05-10,07:30:00,2,240,US-MO,38.6129807,-90.2593803,130,5,2014
411,S21011399,Mallard,Anas platyrhynchos,2014-12-24,12:00:00,2,120,US-MO,38.6129807,-90.2593803,48,12,2014
412,S22239405,Mallard,Anas platyrhynchos,2015-03-08,11:45:00,12,120,US-MO,38.6129807,-90.2593803,75,3,2015
413,S22828782,Mallard,Anas platyrhynchos,2015-04-12,11:00:00,6,150,US-MO,38.6129807,-90.2593803,112,4,2015
414,S23326412,Mallard,Anas platyrhynchos,2015-05-09,07:00:00,5,180,US-MO,38.6129807,-90.2593803,134,5,2015
415,S28837436,Mallard,Anas platyrhynchos,2016-04-09,09:15:00,4,120,US-MO,38.6129807,-90.2593803,60,4,2016
416,S37507879,Mallard,Anas platyrhynchos,2017-06-10,08:50:00,2,90,US-MO,38.6129807,-90.2593803,56,6,2017
417,S41266689,Mallard,Anas platyrhynchos,2017-12-23,08:41:00,21,80,US-MO,38.6129807,-90.2593803,58,12,2017
418,S43760440,Mallard,Anas platyrhynchos,2018-03-18,15:54:00,2,71,US-MO,38.6129807,-90.2593803,74,3,2018
419,S44377158,Mallard,Anas platyrhynchos,2018-04-08,16:11:00,4,62,US-MO,38.6129807,-90.2593803,53,4,2018
420,S45362421,Mallard,Anas platyrhynchos,2018-05-06,09:35:00,3,134,US-MO,38.6129807,-90.2593803,86,5,2018
421,S38628943,Mallard,Anas platyrhynchos,2017-08-13,15:48:00,24,55,US-MO,38.5605873,-90.2872912,164,8,2017
422,S17873207,Mallard,Anas platyrhynchos,2014-04-13,10:45:00,2,150,US-MO,38.6066358,-90.2582139,198,4,2014
423,S19661218,Mallard,Anas platyrhynchos,2014-09-01,09:00:00,15,120,US-MO,38.6066358,-90.2582139,43,9,2014
424,S21127561,Mallard,Anas platyrhynchos,2015-01-01,14:30:00,3,90,US-MO,38.6066358,-90.2582139,151,1,2015
425,S23175611,Mallard,Anas platyrhynchos,2015-05-02,06:50:00,1,105,US-MO,38.6066358,-90.2582139,103,5,2015
426,S36184977,Mallard,Anas platyrhynchos,2017-04-22,18:16:00,2,88,US-MO,38.6066358,-90.2582139,64,4,2017
427,S37165903,Mallard,Anas platyrhynchos,2017-05-26,18:09:00,3,69,US-MO,38.6066358,-90.2582139,79,5,2017
428,S21381789,Mallard,Anas platyrhynchos,2015-01-17,11:30:00,200,90,US-MO,38.5708329,-90.3004558,253,1,2015
429,S65566629,Mallard,Anas platyrhynchos,2020-03-08,10:28:00,2,24,US-OK,36.152075,-95.9778614,35,3,2020
430,S65902721,Mallard,Anas platyrhynchos,2020-03-17,11:41:00,2,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
431,S66184821,Mallard,Anas platyrhynchos,2020-03-24,18:09:00,2,58,US-OK,36.1431952,-95.9334761,3154,3,2020
432,S84766529,Mallard,Anas platyrhynchos,2021-04-04,11:17:00,1,32,US-OK,36.1433479,-95.9096313,37,4,2021
433,S68152310,Mallard,Anas platyrhynchos,2020-04-30,19:12:00,2,13,US-OK,36.1514978,-95.9796871,33,4,2020
434,S68100906,Mallard,Anas platyrhynchos,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
435,S68187140,Mallard,Anas platyrhynchos,2020-05-01,10:02:00,2,47,US-OK,36.1501278,-95.8943009,33,5,2020
436,S88201182,Mallard,Anas platyrhynchos,2021-05-15,13:20:00,5,72,US-OK,36.2222811,-95.9239566,33,5,2021
437,S64885073,Mallard,Anas platyrhynchos,2020-02-20,15:59:00,50,93,US-OK,36.116064,-95.98525,200,2,2020
438,S99973704,Mallard,Anas platyrhynchos,2022-01-02,16:08:00,20,25,US-OK,36.215678,-95.933325,582,1,2022
439,S51186467,Mallard,Anas platyrhynchos,2019-01-01,15:57:00,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
440,S65697899,Mallard,Anas platyrhynchos,2020-03-11,18:58:00,1,47,US-OK,36.1166302,-95.9907184,281,3,2020
441,S66376442,Mallard,Anas platyrhynchos,2020-03-29,13:51:00,2,30,US-OK,36.1431728,-96.2771857,59,3,2020
442,S64885077,Mallard,Anas platyrhynchos,2020-02-22,14:52:00,100,56,US-OK,35.813121,-95.405804,658,2,2020
443,S64885104,Mallard,Anas platyrhynchos,2020-02-22,09:33:00,3,45,US-OK,35.872406,-95.401213,153,2,2020
444,S82037948,Mallard,Anas platyrhynchos,2021-02-20,17:15:00,250,4,US-OK,35.9664503,-95.4937384,696,2,2021
678,S18486321,Mourning Dove,Zenaida macroura,2014-05-17,08:30:00,2,90,US-VT,43.7615212,-73.3468035,58,5,2014
679,S37111692,Mourning Dove,Zenaida macroura,2017-05-24,09:29:00,1,42,US-VT,43.7829965,-73.3154315,62,5,2017
680,S18503364,Mourning Dove,Zenaida macroura,2014-05-20,15:00:00,2,180,US-VT,43.8264,-73.3808,66,5,2014
681,S37110002,Mourning Dove,Zenaida macroura,2017-05-24,07:40:00,3,80,US-VT,43.77954,-73.29591,50,5,2017
682,S46841669,Mourning Dove,Zenaida macroura,2018-06-26,07:45:00,2,120,US-VT,43.77954,-73.29591,61,6,2018
683,S46861277,Mourning Dove,Zenaida macroura,2018-06-28,19:00:00,4,45,US-VT,43.77954,-73.29591,45,6,2018
684,S67802026,Mourning Dove,Zenaida macroura,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
685,S17601243,Mourning Dove,Zenaida macroura,2014-03-25,16:30:00,4,180,US-NM,35.0990608,-106.4779472,77,3,2014
686,S36840514,Mourning Dove,Zenaida macroura,2017-05-13,10:40:00,2,275,US-MO,38.8636,-92.4504,515,5,2017
687,S36840519,Mourning Dove,Zenaida macroura,2017-05-13,15:40:00,3,20,US-MO,38.8861469,-92.25842,64,5,2017
688,S111728537,Mourning Dove,Zenaida macroura,2022-05-30,08:08:00,4,302,US-OK,36.850766,-102.8821564,100,5,2022
689,S89272478,Mourning Dove,Zenaida macroura,2021-05-30,09:38:00,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
690,S18555256,Mourning Dove,Zenaida macroura,2014-05-25,08:40:00,2,300,US-MO,38.482151,-90.8242569,91,5,2014
691,S44577908,Mourning Dove,Zenaida macroura,2018-04-14,15:50:00,1,208,US-MO,38.482151,-90.8242569,222,4,2018
692,S1639717,Mourning Dove,Zenaida macroura,2004-03-21,17:30:00,1,90,US-FL,26.9820604,-81.4920987,18,3,2004
693,S19828501,Mourning Dove,Zenaida macroura,2014-09-13,16:00:00,2,90,US-OH,39.1177418,-84.6995258,37,9,2014
694,S99541601,Mourning Dove,Zenaida macroura,2021-12-27,16:26:00,1,97,US-FL,27.8035911,-80.426723,100,12,2021
695,S99506848,Mourning Dove,Zenaida macroura,2021-12-27,08:45:00,1,57,US-FL,27.5608626,-80.3282547,75,12,2021
696,S24003666,Mourning Dove,Zenaida macroura,2015-06-21,07:00:00,4,300,US-MO,38.2590084,-90.6262636,71,6,2015
697,S22488897,Mourning Dove,Zenaida macroura,2015-03-22,10:00:00,2,240,US-MO,38.4470333,-90.6632361,68,3,2015
698,S22908610,Mourning Dove,Zenaida macroura,2015-04-16,05:30:00,25,120,US-AZ,33.4618165,-111.9436349,76,4,2015
699,S100219404,Mourning Dove,Zenaida macroura,2022-01-06,07:51:00,1,42,US-AZ,33.42175,-112.0733,34,1,2022
700,S99175554,Mourning Dove,Zenaida macroura,2021-12-20,10:39:00,2,43,US-FL,25.5357141,-80.4509452,121,12,2021
701,S55212997,Mourning Dove,Zenaida macroura,2019-04-21,07:46:00,6,52,US-OK,36.9177299,-96.6173317,88,4,2019
702,S56506454,Mourning Dove,Zenaida macroura,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
703,S69480437,Mourning Dove,Zenaida macroura,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
704,S90831933,Mourning Dove,Zenaida macroura,2021-06-26,14:26:00,2,71,US-OK,36.2081998,-96.0600758,48,6,2021
705,S18948766,Mourning Dove,Zenaida macroura,2014-06-29,11:00:00,3,360,US-MO,37.7291811,-92.3933029,101,6,2014
706,S97949533,Mourning Dove,Zenaida macroura,2021-11-22,15:14:00,1,117,US-CA,33.7477559,-116.7226084,37,11,2021
707,S54425143,Mourning Dove,Zenaida macroura,2019-03-31,13:38:00,2,120,US-OK,36.2179826,-95.7992634,71,3,2019
708,S18131445,Mourning Dove,Zenaida macroura,2014-04-27,09:00:00,4,120,US-CA,32.7297356,-117.1503818,117,4,2014
709,S98030202,Mourning Dove,Zenaida macroura,2021-11-24,16:56:00,1,33,US-CA,33.091669,-117.2960981,43,11,2021
710,S36840471,Mourning Dove,Zenaida macroura,2017-05-13,07:00:00,1,60,US-MO,38.6360813,-90.7679701,79,5,2017
711,S20964481,Mourning Dove,Zenaida macroura,2014-12-20,09:30:00,4,150,US-MO,38.8719313,-90.1843917,469,12,2014
712,S38281523,Mourning Dove,Zenaida macroura,2017-07-23,08:50:00,1,182,US-MO,38.6078608,-90.489826,70,7,2017
713,S41155853,Mourning Dove,Zenaida macroura,2017-12-17,12:40:00,2,106,US-MO,38.6228053,-90.344224,108,12,2017
714,S43354053,Mourning Dove,Zenaida macroura,2018-03-03,17:34:00,2,42,US-MO,38.6228053,-90.344224,72,3,2018
715,S45094421,Mourning Dove,Zenaida macroura,2018-04-29,09:15:00,1,136,US-MO,38.5094049,-90.588381,34,4,2018
716,S89691666,Mourning Dove,Zenaida macroura,2021-06-05,19:41:00,1,19,US-MO,38.624097,-90.292012,7,6,2021
717,S17855769,Mourning Dove,Zenaida macroura,2014-04-12,08:45:00,6,120,US-MO,38.690995,-90.2349186,200,4,2014
718,S21025538,Mourning Dove,Zenaida macroura,2014-12-25,10:30:00,4,120,US-MO,38.690995,-90.2349186,138,12,2014
719,S17365487,Mourning Dove,Zenaida macroura,2014-03-08,09:10:00,3,20,US-MO,38.614255,-90.2916527,84,3,2014
720,S17223714,Mourning Dove,Zenaida macroura,2014-02-27,08:40:00,2,45,US-MO,38.6389068,-90.2853806,237,2,2014
721,S17294044,Mourning Dove,Zenaida macroura,2014-03-04,08:15:00,4,45,US-MO,38.6389068,-90.2853806,92,3,2014
722,S17324171,Mourning Dove,Zenaida macroura,2014-03-05,08:20:00,5,50,US-MO,38.6389068,-90.2853806,167,3,2014
723,S17334391,Mourning Dove,Zenaida macroura,2014-03-06,08:20:00,6,55,US-MO,38.6389068,-90.2853806,214,3,2014
724,S17345055,Mourning Dove,Zenaida macroura,2014-03-07,08:20:00,6,55,US-MO,38.6389068,-90.2853806,276,3,2014
725,S17377851,Mourning Dove,Zenaida macroura,2014-03-09,15:45:00,1,80,US-MO,38.6389068,-90.2853806,118,3,2014
726,S17410868,Mourning Dove,Zenaida macroura,2014-03-12,08:20:00,4,45,US-MO,38.6389068,-90.2853806,257,3,2014
727,S17437862,Mourning Dove,Zenaida macroura,2014-03-14,08:00:00,11,60,US-MO,38.6389068,-90.2853806,181,3,2014
728,S17543272,Mourning Dove,Zenaida macroura,2014-03-20,09:20:00,2,80,US-MO,38.6389068,-90.2853806,102,3,2014
729,S17716042,Mourning Dove,Zenaida macroura,2014-04-02,16:00:00,4,40,US-MO,38.6389068,-90.2853806,134,4,2014
730,S17760108,Mourning Dove,Zenaida macroura,2014-04-05,18:00:00,4,30,US-MO,38.6389068,-90.2853806,145,4,2014
731,S17798169,Mourning Dove,Zenaida macroura,2014-04-07,18:00:00,2,45,US-MO,38.6389068,-90.2853806,96,4,2014
732,S17841108,Mourning Dove,Zenaida macroura,2014-04-11,09:30:00,3,60,US-MO,38.6389068,-90.2853806,103,4,2014
733,S17891506,Mourning Dove,Zenaida macroura,2014-04-14,09:00:00,2,90,US-MO,38.6389068,-90.2853806,203,4,2014
734,S17931688,Mourning Dove,Zenaida macroura,2014-04-17,08:00:00,4,120,US-MO,38.6389068,-90.2853806,307,4,2014
735,S18044118,Mourning Dove,Zenaida macroura,2014-04-23,12:00:00,4,45,US-MO,38.6389068,-90.2853806,62,4,2014
736,S18164541,Mourning Dove,Zenaida macroura,2014-05-01,08:30:00,2,60,US-MO,38.6389068,-90.2853806,91,5,2014
737,S18178852,Mourning Dove,Zenaida macroura,2014-05-02,08:15:00,2,60,US-MO,38.6389068,-90.2853806,115,5,2014
738,S18284435,Mourning Dove,Zenaida macroura,2014-05-08,08:20:00,4,90,US-MO,38.6389068,-90.2853806,130,5,2014
739,S18310479,Mourning Dove,Zenaida macroura,2014-05-09,18:00:00,6,60,US-MO,38.6389068,-90.2853806,87,5,2014
740,S18337590,Mourning Dove,Zenaida macroura,2014-05-11,09:30:00,4,180,US-MO,38.6389068,-90.2853806,119,5,2014
741,S18346956,Mourning Dove,Zenaida macroura,2014-05-11,18:30:00,2,60,US-MO,38.6389068,-90.2853806,121,5,2014
742,S18767759,Mourning Dove,Zenaida macroura,2014-06-12,08:30:00,4,60,US-MO,38.6389068,-90.2853806,77,6,2014
743,S19781842,Mourning Dove,Zenaida macroura,2014-09-09,08:30:00,6,45,US-MO,38.6389068,-90.2853806,74,9,2014
744,S19854966,Mourning Dove,Zenaida macroura,2014-09-16,18:30:00,2,45,US-MO,38.6389068,-90.2853806,58,9,2014
745,S20016034,Mourning Dove,Zenaida macroura,2014-10-03,08:45:00,2,45,US-MO,38.6389068,-90.2853806,189,10,2014
746,S20047706,Mourning Dove,Zenaida macroura,2014-10-06,08:45:00,2,60,US-MO,38.6389068,-90.2853806,105,10,2014
747,S20070906,Mourning Dove,Zenaida macroura,2014-10-08,07:45:00,4,45,US-MO,38.6389068,-90.2853806,120,10,2014
748,S20808342,Mourning Dove,Zenaida macroura,2014-12-06,10:00:00,1,60,US-MO,38.6389068,-90.2853806,34,12,2014
749,S20893308,Mourning Dove,Zenaida macroura,2014-12-13,10:30:00,4,120,US-MO,38.6389068,-90.2853806,144,12,2014
750,S20974801,Mourning Dove,Zenaida macroura,2014-12-21,09:15:00,4,165,US-MO,38.6389068,-90.2853806,157,12,2014
751,S21095947,Mourning Dove,Zenaida macroura,2014-12-31,08:00:00,4,120,US-MO,38.6389068,-90.2853806,322,12,2014
752,S22360906,Mourning Dove,Zenaida macroura,2015-03-15,09:00:00,1,120,US-MO,38.6389068,-90.2853806,157,3,2015
753,S22387893,Mourning Dove,Zenaida macroura,2015-03-16,18:00:00,2,30,US-MO,38.6389068,-90.2853806,35,3,2015
754,S22729778,Mourning Dove,Zenaida macroura,2015-04-06,18:30:00,2,45,US-MO,38.6389068,-90.2853806,44,4,2015
755,S22776681,Mourning Dove,Zenaida macroura,2015-04-09,18:20:00,2,25,US-MO,38.6389068,-90.2853806,42,4,2015
756,S23140528,Mourning Dove,Zenaida macroura,2015-04-30,07:00:00,2,105,US-MO,38.6389068,-90.2853806,150,4,2015
757,S23197329,Mourning Dove,Zenaida macroura,2015-05-03,07:00:00,4,180,US-MO,38.6389068,-90.2853806,120,5,2015
758,S23229762,Mourning Dove,Zenaida macroura,2015-05-03,18:00:00,2,20,US-MO,38.6389068,-90.2853806,10,5,2015
759,S23261547,Mourning Dove,Zenaida macroura,2015-05-05,19:00:00,1,45,US-MO,38.6389068,-90.2853806,54,5,2015
760,S23471799,Mourning Dove,Zenaida macroura,2015-05-13,08:00:00,4,120,US-MO,38.6389068,-90.2853806,81,5,2015
761,S23465605,Mourning Dove,Zenaida macroura,2015-05-15,18:30:00,1,30,US-MO,38.6389068,-90.2853806,104,5,2015
762,S24840940,Mourning Dove,Zenaida macroura,2015-08-30,07:00:00,1,60,US-MO,38.6389068,-90.2853806,51,8,2015
763,S25963234,Mourning Dove,Zenaida macroura,2015-11-22,08:30:00,2,45,US-MO,38.6389068,-90.2853806,78,11,2015
764,S29265867,Mourning Dove,Zenaida macroura,2016-04-27,08:00:00,2,45,US-MO,38.6389068,-90.2853806,87,4,2016
765,S29505290,Mourning Dove,Zenaida macroura,2016-05-08,13:30:00,2,90,US-MO,38.6383932,-90.267979,43,5,2016
766,S33809874,Mourning Dove,Zenaida macroura,2017-01-20,16:26:00,1,59,US-MO,38.6389068,-90.2853806,188,1,2017
767,S35533959,Mourning Dove,Zenaida macroura,2017-03-30,07:05:00,5,100,US-MO,38.6389068,-90.2853806,283,3,2017
768,S35594469,Mourning Dove,Zenaida macroura,2017-03-31,17:47:00,2,80,US-MO,38.6389068,-90.2853806,84,3,2017
769,S35698031,Mourning Dove,Zenaida macroura,2017-04-04,07:00:00,10,127,US-MO,38.6389068,-90.2853806,369,4,2017
770,S35861224,Mourning Dove,Zenaida macroura,2017-04-10,18:06:00,2,68,US-MO,38.6389068,-90.2853806,28,4,2017
771,S35918417,Mourning Dove,Zenaida macroura,2017-04-13,06:59:00,12,109,US-MO,38.6389068,-90.2853806,247,4,2017
772,S35959752,Mourning Dove,Zenaida macroura,2017-04-14,17:47:00,2,88,US-MO,38.6389068,-90.2853806,53,4,2017
773,S36118134,Mourning Dove,Zenaida macroura,2017-04-20,07:00:00,3,98,US-MO,38.6389068,-90.2853806,237,4,2017
774,S36305628,Mourning Dove,Zenaida macroura,2017-04-27,06:56:00,7,121,US-MO,38.6389068,-90.2853806,260,4,2017
775,S36310000,Mourning Dove,Zenaida macroura,2017-04-27,11:46:00,1,41,US-MO,38.6389068,-90.2853806,21,4,2017
776,S36840525,Mourning Dove,Zenaida macroura,2017-05-13,18:00:00,2,45,US-MO,38.6389068,-90.2853806,114,5,2017
777,S36956314,Mourning Dove,Zenaida macroura,2017-05-18,07:04:00,1,126,US-MO,38.6389068,-90.2853806,140,5,2017
778,S37297406,Mourning Dove,Zenaida macroura,2017-05-31,18:29:00,1,61,US-MO,38.6389068,-90.2853806,70,5,2017
779,S37374545,Mourning Dove,Zenaida macroura,2017-06-04,07:53:00,1,118,US-MO,38.6389068,-90.2853806,108,6,2017
780,S38541052,Mourning Dove,Zenaida macroura,2017-08-08,07:05:00,8,85,US-MO,38.6389068,-90.2853806,281,8,2017
781,S42135357,Mourning Dove,Zenaida macroura,2018-01-21,13:37:00,1,127,US-MO,38.6389068,-90.2853806,275,1,2018
782,S42619189,Mourning Dove,Zenaida macroura,2018-02-09,12:43:00,2,25,US-MO,38.6389068,-90.2853806,22,2,2018
783,S44103398,Mourning Dove,Zenaida macroura,2018-03-30,19:12:00,2,32,US-MO,38.6389068,-90.2853806,104,3,2018
784,S45158368,Mourning Dove,Zenaida macroura,2018-05-01,18:23:00,2,86,US-MO,38.6389068,-90.2853806,67,5,2018
785,S45233334,Mourning Dove,Zenaida macroura,2018-05-03,13:54:00,3,55,US-MO,38.6389068,-90.2853806,55,5,2018
786,S49551085,Mourning Dove,Zenaida macroura,2018-10-25,13:30:00,2,70,US-MO,38.6389068,-90.2853806,63,10,2018
787,S89689436,Mourning Dove,Zenaida macroura,2021-06-05,17:55:00,1,85,US-MO,38.6383932,-90.267979,56,6,2021
788,S89715685,Mourning Dove,Zenaida macroura,2021-06-06,08:01:00,1,74,US-MO,38.6389068,-90.2853806,57,6,2021
789,S17750325,Mourning Dove,Zenaida macroura,2014-04-05,07:45:00,1,120,US-MO,38.636316,-90.296545,126,4,2014
790,S17836663,Mourning Dove,Zenaida macroura,2014-04-10,08:30:00,2,120,US-MO,38.636316,-90.296545,87,4,2014
791,S19755048,Mourning Dove,Zenaida macroura,2014-09-06,17:00:00,4,60,US-MO,38.636316,-90.296545,84,9,2014
792,S19893404,Mourning Dove,Zenaida macroura,2014-09-21,07:45:00,4,120,US-MO,38.636316,-90.296545,149,9,2014
793,S23065952,Mourning Dove,Zenaida macroura,2015-04-26,07:00:00,2,180,US-MO,38.636316,-90.296545,142,4,2015
794,S43574572,Mourning Dove,Zenaida macroura,2018-03-11,18:08:00,1,64,US-MO,38.636316,-90.296545,107,3,2018
795,S17251602,Mourning Dove,Zenaida macroura,2014-03-01,12:30:00,2,60,US-MO,38.63304,-90.29158,58,3,2014
796,S17559350,Mourning Dove,Zenaida macroura,2014-03-22,18:20:00,2,40,US-MO,38.6217659,-90.3034544,45,3,2014
797,S13421647,Mourning Dove,Zenaida macroura,2013-03-16,14:00:00,2,0,US-MO,38.6129807,-90.2593803,106,3,2013
798,S17575595,Mourning Dove,Zenaida macroura,2014-03-23,15:30:00,2,90,US-MO,38.6129807,-90.2593803,123,3,2014
799,S18317547,Mourning Dove,Zenaida macroura,2014-05-10,07:30:00,4,240,US-MO,38.6129807,-90.2593803,130,5,2014
800,S21011399,Mourning Dove,Zenaida macroura,2014-12-24,12:00:00,1,120,US-MO,38.6129807,-90.2593803,48,12,2014
801,S22828782,Mourning Dove,Zenaida macroura,2015-04-12,11:00:00,2,150,US-MO,38.6129807,-90.2593803,112,4,2015
802,S23326412,Mourning Dove,Zenaida macroura,2015-05-09,07:00:00,3,180,US-MO,38.6129807,-90.2593803,134,5,2015
803,S27224092,Mourning Dove,Zenaida macroura,2016-01-30,13:00:00,2,90,US-MO,38.6129807,-90.2593803,71,1,2016
804,S28837436,Mourning Dove,Zenaida macroura,2016-04-09,09:15:00,4,120,US-MO,38.6129807,-90.2593803,60,4,2016
805,S41266689,Mourning Dove,Zenaida macroura,2017-12-23,08:41:00,2,80,US-MO,38.6129807,-90.2593803,58,12,2017
806,S43760440,Mourning Dove,Zenaida macroura,2018-03-18,15:54:00,1,71,US-MO,38.6129807,-90.2593803,74,3,2018
807,S45362421,Mourning Dove,Zenaida macroura,2018-05-06,09:35:00,1,134,US-MO,38.6129807,-90.2593803,86,5,2018
808,S18250965,Mourning Dove,Zenaida macroura,2014-05-04,08:45:00,2,120,US-MO,38.7472557,-90.1926899,143,5,2014
809,S38628943,Mourning Dove,Zenaida macroura,2017-08-13,15:48:00,12,55,US-MO,38.5605873,-90.2872912,164,8,2017
810,S17191282,Mourning Dove,Zenaida macroura,2014-02-25,09:45:00,2,10,US-MO,38.6312204,-90.2699375,36,2,2014
811,S16772002,Mourning Dove,Zenaida macroura,2014-02-02,15:30:00,2,25,US-MO,38.5592405,-90.2424502,29,2,2014
812,S17365974,Mourning Dove,Zenaida macroura,2014-03-08,09:45:00,12,45,US-MO,38.607414,-90.2825546,86,3,2014
813,S17873207,Mourning Dove,Zenaida macroura,2014-04-13,10:45:00,4,150,US-MO,38.6066358,-90.2582139,198,4,2014
814,S19661218,Mourning Dove,Zenaida macroura,2014-09-01,09:00:00,3,120,US-MO,38.6066358,-90.2582139,43,9,2014
815,S21127561,Mourning Dove,Zenaida macroura,2015-01-01,14:30:00,6,90,US-MO,38.6066358,-90.2582139,151,1,2015
816,S22809730,Mourning Dove,Zenaida macroura,2015-04-11,18:40:00,1,40,US-MO,38.6066358,-90.2582139,51,4,2015
817,S23175611,Mourning Dove,Zenaida macroura,2015-05-02,06:50:00,4,105,US-MO,38.6066358,-90.2582139,103,5,2015
818,S36184977,Mourning Dove,Zenaida macroura,2017-04-22,18:16:00,3,88,US-MO,38.6066358,-90.2582139,64,4,2017
819,S37165903,Mourning Dove,Zenaida macroura,2017-05-26,18:09:00,2,69,US-MO,38.6066358,-90.2582139,79,5,2017
820,S40885710,Mourning Dove,Zenaida macroura,2017-12-03,12:29:00,2,56,US-MO,38.6066358,-90.2582139,56,12,2017
821,S45352298,Mourning Dove,Zenaida macroura,2018-05-06,08:05:00,1,50,US-MO,38.6066358,-90.2582139,58,5,2018
822,S21381789,Mourning Dove,Zenaida macroura,2015-01-17,11:30:00,12,90,US-MO,38.5708329,-90.3004558,253,1,2015
823,S65338838,Mourning Dove,Zenaida macroura,2020-03-01,16:23:00,3,38,US-OK,36.152075,-95.9778614,49,3,2020
824,S65566629,Mourning Dove,Zenaida macroura,2020-03-08,10:28:00,1,24,US-OK,36.152075,-95.9778614,35,3,2020
825,S67289842,Mourning Dove,Zenaida macroura,2020-04-15,18:54:00,4,48,US-OK,36.1441138,-95.9327686,43,4,2020
826,S81668053,Mourning Dove,Zenaida macroura,2021-02-15,15:30:00,8,15,US-OK,36.1441138,-95.9327686,79,2,2021
827,S67472609,Mourning Dove,Zenaida macroura,2020-04-04,18:22:00,7,42,US-OK,36.1436101,-95.9338497,387,4,2020
828,S66184821,Mourning Dove,Zenaida macroura,2020-03-24,18:09:00,3,58,US-OK,36.1431952,-95.9334761,3154,3,2020
829,S66295846,Mourning Dove,Zenaida macroura,2020-03-27,18:53:00,2,8,US-OK,36.1431952,-95.9334761,887,3,2020
830,S66797781,Mourning Dove,Zenaida macroura,2020-04-07,18:37:00,4,32,US-OK,36.1431952,-95.9334761,30,4,2020
831,S68032156,Mourning Dove,Zenaida macroura,2020-04-29,10:01:00,1,38,US-OK,36.1433479,-95.9096313,43,4,2020
832,S67357157,Mourning Dove,Zenaida macroura,2020-04-17,11:15:00,3,19,US-OK,36.1444029,-95.9092834,63,4,2020
833,S68032703,Mourning Dove,Zenaida macroura,2020-04-29,10:01:00,1,40,US-OK,36.1444029,-95.9092834,44,4,2020
834,S68152310,Mourning Dove,Zenaida macroura,2020-04-30,19:12:00,2,13,US-OK,36.1514978,-95.9796871,33,4,2020
835,S68100906,Mourning Dove,Zenaida macroura,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
836,S68187140,Mourning Dove,Zenaida macroura,2020-05-01,10:02:00,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
837,S80867279,Mourning Dove,Zenaida macroura,2021-02-12,07:00:00,1,17,US-OK,36.1441933,-95.933674,11,2,2021
838,S80948582,Mourning Dove,Zenaida macroura,2021-02-12,11:00:00,2,80,US-OK,36.1441933,-95.933674,205,2,2021
839,S81561574,Mourning Dove,Zenaida macroura,2021-02-15,07:30:00,2,60,US-OK,36.1441933,-95.933674,38,2,2021
840,S64885073,Mourning Dove,Zenaida macroura,2020-02-20,15:59:00,2,93,US-OK,36.116064,-95.98525,200,2,2020
841,S68330982,Mourning Dove,Zenaida macroura,2020-05-03,10:37:00,5,154,US-OK,36.2213571,-95.9341192,140,5,2020
842,S51186467,Mourning Dove,Zenaida macroura,2019-01-01,15:57:00,3,75,US-OK,36.1189623,-95.9855793,79,1,2019
